"Frequency","Power"
5.17979e+09,-87.6011
5.17979e+09,-91.9183
5.17979e+09,-91.8011
5.17979e+09,-93.3985
5.17979e+09,-82.9782
5.17979e+09,-85.6857
5.17979e+09,-95.0203
5.17979e+09,-91.2521
5.17979e+09,-88.2266
5.17979e+09,-81.0573
5.1798e+09,-86.1867
5.1798e+09,-85.8171
5.1798e+09,-83.0924
5.1798e+09,-77.2085
5.1798e+09,-73.204
5.1798e+09,-72.3878
5.1798e+09,-74.2077
5.1798e+09,-81.5662
5.1798e+09,-79.9284
5.1798e+09,-77.103
5.1798e+09,-75.0714
5.1798e+09,-79.0916
5.1798e+09,-83.2618
5.1798e+09,-78.7187
5.1798e+09,-81.7807
5.1798e+09,-98.7408
5.1798e+09,-89.764
5.1798e+09,-84.329
5.1798e+09,-80.9495
5.17981e+09,-86.3811
5.17981e+09,-85.7994
5.17981e+09,-86.2076
5.17981e+09,-84.4623
5.17981e+09,-81.5834
5.17981e+09,-86.9334
5.17981e+09,-87.7918
5.17981e+09,-84.1507
5.17981e+09,-86.2139
5.17981e+09,-85.0172
5.17981e+09,-87.5282
5.17981e+09,-90.3178
5.17981e+09,-88.4098
5.17981e+09,-89.1335
5.17981e+09,-88.0841
5.17981e+09,-83.1896
5.17981e+09,-84.7762
5.17981e+09,-84.1128
5.17981e+09,-90.3462
5.17981e+09,-87.7804
5.17982e+09,-88.275
5.17982e+09,-87.161
5.17982e+09,-88.8462
5.17982e+09,-88.7158
5.17982e+09,-86.1487
5.17982e+09,-87.4158
5.17982e+09,-90.5055
5.17982e+09,-94.349
5.17982e+09,-96.0435
5.17982e+09,-93.5052
5.17982e+09,-96.0301
5.17982e+09,-96.8967
5.17982e+09,-93.7012
5.17982e+09,-99.5543
5.17982e+09,-92.8128
5.17982e+09,-94.9986
5.17982e+09,-91.885
5.17982e+09,-99.3676
5.17982e+09,-109.026
5.17983e+09,-89.6474
5.17983e+09,-90.4081
5.17983e+09,-91.9008
5.17983e+09,-86.8565
5.17983e+09,-85.5947
5.17983e+09,-90.9722
5.17983e+09,-96.972
5.17983e+09,-95.1929
5.17983e+09,-91.2615
5.17983e+09,-90.1208
5.17983e+09,-91.9544
5.17983e+09,-101.053
5.17983e+09,-92.8587
5.17983e+09,-93.0728
5.17983e+09,-89.6942
5.17983e+09,-91.1451
5.17983e+09,-93.2037
5.17983e+09,-93.9708
5.17983e+09,-90.391
5.17983e+09,-88.8563
5.17984e+09,-94.6287
5.17984e+09,-95.7879
5.17984e+09,-95.862
5.17984e+09,-90.3052
5.17984e+09,-86.5471
5.17984e+09,-89.1695
5.17984e+09,-93.7029
5.17984e+09,-95.1808
5.17984e+09,-97.7258
5.17984e+09,-96.6309
5.17984e+09,-97.967
5.17984e+09,-102.511
5.17984e+09,-88.9716
5.17984e+09,-88.5459
5.17984e+09,-94.8396
5.17984e+09,-99.1716
5.17984e+09,-103.638
5.17984e+09,-94.0542
5.17984e+09,-89.8357
5.17985e+09,-90.6355
5.17985e+09,-90.9541
5.17985e+09,-99.317
5.17985e+09,-101.682
5.17985e+09,-93.4375
5.17985e+09,-91.355
5.17985e+09,-96.0714
5.17985e+09,-94.8111
5.17985e+09,-89.4046
5.17985e+09,-94.2776
5.17985e+09,-96.1626
5.17985e+09,-90.1083
5.17985e+09,-87.4118
5.17985e+09,-84.4965
5.17985e+09,-85.08
5.17985e+09,-91.4241
5.17985e+09,-91.9696
5.17985e+09,-91.6381
5.17985e+09,-96.8162
5.17985e+09,-93.7342
5.17986e+09,-95.4824
5.17986e+09,-101.041
5.17986e+09,-110.97
5.17986e+09,-105.108
5.17986e+09,-96.1475
5.17986e+09,-93.6744
5.17986e+09,-91.7651
5.17986e+09,-89.6072
5.17986e+09,-84.9871
5.17986e+09,-87.8126
5.17986e+09,-92.5075
5.17986e+09,-93.9307
5.17986e+09,-90.4455
5.17986e+09,-88.4275
5.17986e+09,-86.858
5.17986e+09,-92.2749
5.17986e+09,-88.6433
5.17986e+09,-88.4674
5.17986e+09,-85.7017
5.17987e+09,-89.0069
5.17987e+09,-90.7663
5.17987e+09,-93.0563
5.17987e+09,-103.952
5.17987e+09,-102.671
5.17987e+09,-103.224
5.17987e+09,-94.4917
5.17987e+09,-92.1454
5.17987e+09,-87.8614
5.17987e+09,-93.6398
5.17987e+09,-107.843
5.17987e+09,-96.8756
5.17987e+09,-91.2412
5.17987e+09,-86.025
5.17987e+09,-86.5142
5.17987e+09,-91.6092
5.17987e+09,-95.81
5.17987e+09,-97.7356
5.17987e+09,-109.217
5.17987e+09,-93.562
5.17988e+09,-90.6206
5.17988e+09,-95.2687
5.17988e+09,-88.8816
5.17988e+09,-88.9521
5.17988e+09,-88.0183
5.17988e+09,-89.3328
5.17988e+09,-94.6832
5.17988e+09,-97.5041
5.17988e+09,-89.7646
5.17988e+09,-92.7236
5.17988e+09,-96.4989
5.17988e+09,-91.9626
5.17988e+09,-93.4263
5.17988e+09,-100.798
5.17988e+09,-95.3591
5.17988e+09,-92.0084
5.17988e+09,-95.6408
5.17988e+09,-97.9928
5.17988e+09,-91.0129
5.17989e+09,-94.8729
5.17989e+09,-97.2812
5.17989e+09,-92.842
5.17989e+09,-104.292
5.17989e+09,-99.1379
5.17989e+09,-93.7922
5.17989e+09,-87.2308
5.17989e+09,-87.3775
5.17989e+09,-93.3277
5.17989e+09,-89.3483
5.17989e+09,-87.8674
5.17989e+09,-98.7594
5.17989e+09,-93.7994
5.17989e+09,-97.0672
5.17989e+09,-95.9048
5.17989e+09,-101.397
5.17989e+09,-93.2365
5.17989e+09,-92.2791
5.17989e+09,-88.8188
5.17989e+09,-88.766
5.1799e+09,-88.3505
5.1799e+09,-87.8399
5.1799e+09,-93.7537
5.1799e+09,-102.953
5.1799e+09,-96.6682
5.1799e+09,-98.388
5.1799e+09,-95.114
5.1799e+09,-91.864
5.1799e+09,-89.7751
5.1799e+09,-88.7873
5.1799e+09,-90.3122
5.1799e+09,-87.4635
5.1799e+09,-87.3806
5.1799e+09,-103.9
5.1799e+09,-87.648
5.1799e+09,-85.3064
5.1799e+09,-91.8724
5.1799e+09,-88.9014
5.1799e+09,-88.7974
5.17991e+09,-97.0357
5.17991e+09,-101.159
5.17991e+09,-91.5468
5.17991e+09,-92.3978
5.17991e+09,-92.1032
5.17991e+09,-98.3455
5.17991e+09,-92.427
5.17991e+09,-102.437
5.17991e+09,-94.4408
5.17991e+09,-96.2342
5.17991e+09,-100.262
5.17991e+09,-107.706
5.17991e+09,-100.178
5.17991e+09,-95.6384
5.17991e+09,-103.404
5.17991e+09,-97.4441
5.17991e+09,-92.9023
5.17991e+09,-88.1486
5.17991e+09,-90.6646
5.17991e+09,-94.4443
5.17992e+09,-92.0107
5.17992e+09,-91.4105
5.17992e+09,-95.2365
5.17992e+09,-100.375
5.17992e+09,-91.2307
5.17992e+09,-88.4989
5.17992e+09,-94.7615
5.17992e+09,-105.304
5.17992e+09,-100.459
5.17992e+09,-93.435
5.17992e+09,-88.8178
5.17992e+09,-90.7355
5.17992e+09,-97.6757
5.17992e+09,-86.2113
5.17992e+09,-83.89
5.17992e+09,-87.3135
5.17992e+09,-92.2754
5.17992e+09,-92.8759
5.17992e+09,-85.8897
5.17992e+09,-89.833
5.17993e+09,-103.834
5.17993e+09,-97.1851
5.17993e+09,-95.5363
5.17993e+09,-91.6352
5.17993e+09,-101.504
5.17993e+09,-101.573
5.17993e+09,-107.708
5.17993e+09,-110.433
5.17993e+09,-99.6041
5.17993e+09,-93.5057
5.17993e+09,-90.7369
5.17993e+09,-91.617
5.17993e+09,-93.443
5.17993e+09,-89.3058
5.17993e+09,-92.4569
5.17993e+09,-91.9003
5.17993e+09,-105.867
5.17993e+09,-95.6527
5.17993e+09,-101.243
5.17994e+09,-93.7529
5.17994e+09,-95.3314
5.17994e+09,-96.011
5.17994e+09,-91.2318
5.17994e+09,-98.8394
5.17994e+09,-94.7954
5.17994e+09,-95.5659
5.17994e+09,-92.2879
5.17994e+09,-89.9128
5.17994e+09,-99.8598
5.17994e+09,-94.0359
5.17994e+09,-103.152
5.17994e+09,-101.99
5.17994e+09,-104.105
5.17994e+09,-99.4167
5.17994e+09,-86.3745
5.17994e+09,-85.136
5.17994e+09,-94.9939
5.17994e+09,-91.7872
5.17994e+09,-92.2553
5.17995e+09,-98.249
5.17995e+09,-97.2933
5.17995e+09,-95.3479
5.17995e+09,-100.746
5.17995e+09,-95.6117
5.17995e+09,-89.2535
5.17995e+09,-92.4968
5.17995e+09,-92.857
5.17995e+09,-88.5058
5.17995e+09,-88.7519
5.17995e+09,-94.7879
5.17995e+09,-87.6933
5.17995e+09,-90.5236
5.17995e+09,-92.1739
5.17995e+09,-96.5854
5.17995e+09,-108.311
5.17995e+09,-99.3216
5.17995e+09,-91.9595
5.17995e+09,-95.0092
5.17996e+09,-104.652
5.17996e+09,-103.624
5.17996e+09,-98.8573
5.17996e+09,-94.2631
5.17996e+09,-88.5707
5.17996e+09,-88.7609
5.17996e+09,-92.2699
5.17996e+09,-96.7555
5.17996e+09,-94.3686
5.17996e+09,-93.3712
5.17996e+09,-91.345
5.17996e+09,-97.6022
5.17996e+09,-99.1878
5.17996e+09,-99.5387
5.17996e+09,-105.828
5.17996e+09,-90.8114
5.17996e+09,-89.8987
5.17996e+09,-101.068
5.17996e+09,-98.4184
5.17996e+09,-93.1987
5.17997e+09,-98.926
5.17997e+09,-98.3895
5.17997e+09,-91.0211
5.17997e+09,-89.0023
5.17997e+09,-89.6642
5.17997e+09,-95.9089
5.17997e+09,-109.185
5.17997e+09,-95.4666
5.17997e+09,-94.4438
5.17997e+09,-98.0972
5.17997e+09,-100.863
5.17997e+09,-95.6317
5.17997e+09,-91.9749
5.17997e+09,-94.8935
5.17997e+09,-93.3102
5.17997e+09,-88.7986
5.17997e+09,-88.2675
5.17997e+09,-100.136
5.17997e+09,-92.5331
5.17998e+09,-92.731
5.17998e+09,-98.2844
5.17998e+09,-104.343
5.17998e+09,-91.3802
5.17998e+09,-90.3968
5.17998e+09,-95.4059
5.17998e+09,-93.1291
5.17998e+09,-90.0455
5.17998e+09,-91.3336
5.17998e+09,-93.4579
5.17998e+09,-97.682
5.17998e+09,-95.4084
5.17998e+09,-91.5274
5.17998e+09,-101.822
5.17998e+09,-93.7695
5.17998e+09,-97.5916
5.17998e+09,-99.8552
5.17998e+09,-94.9451
5.17998e+09,-92.7283
5.17998e+09,-95.1749
5.17999e+09,-100.521
5.17999e+09,-100.485
5.17999e+09,-95.0781
5.17999e+09,-102.569
5.17999e+09,-101.25
5.17999e+09,-97.8311
5.17999e+09,-92.9784
5.17999e+09,-105.798
5.17999e+09,-95.0341
5.17999e+09,-96.3148
5.17999e+09,-102.481
5.17999e+09,-100.41
5.17999e+09,-92.2164
5.17999e+09,-89.4284
5.17999e+09,-98.643
5.17999e+09,-97.9341
5.17999e+09,-92.349
5.17999e+09,-95.4713
5.17999e+09,-100.329
5.18e+09,-93.8463
5.18e+09,-90.7749
5.18e+09,-93.8801
5.18e+09,-94.7612
5.18e+09,-91.4171
5.18e+09,-94.0706
5.18e+09,-96.4532
5.18e+09,-93.059
5.18e+09,-90.7838
5.18e+09,-91.2113
5.18e+09,-94.4034
5.18e+09,-99.9303
5.18e+09,-90.2714
5.18e+09,-94.3452
5.18e+09,-92.0029
5.18e+09,-86.8173
5.18e+09,-86.8154
5.18e+09,-88.5832
5.18e+09,-90.8216
5.18e+09,-95.5699
5.18001e+09,-89.9036
5.18001e+09,-93.1664
5.18001e+09,-93.2143
5.18001e+09,-89.3686
5.18001e+09,-95.1253
5.18001e+09,-99.1585
5.18001e+09,-92.8609
5.18001e+09,-94.2798
5.18001e+09,-96.2039
5.18001e+09,-96.476
5.18001e+09,-96.3128
5.18001e+09,-99.3779
5.18001e+09,-101.559
5.18001e+09,-101.984
5.18001e+09,-112.792
5.18001e+09,-98.0827
5.18001e+09,-96.6
5.18001e+09,-101.275
5.18001e+09,-94.281
5.18002e+09,-100.243
5.18002e+09,-93.8483
5.18002e+09,-94.8941
5.18002e+09,-98.3273
5.18002e+09,-116.873
5.18002e+09,-99.7966
5.18002e+09,-93.1933
5.18002e+09,-95.9302
5.18002e+09,-102.063
5.18002e+09,-99.2435
5.18002e+09,-101.363
5.18002e+09,-101.787
5.18002e+09,-93.5167
5.18002e+09,-91.7299
5.18002e+09,-93.2356
5.18002e+09,-98.1057
5.18002e+09,-92.2907
5.18002e+09,-92.376
5.18002e+09,-94.9339
5.18002e+09,-91.4071
5.18003e+09,-92.7609
5.18003e+09,-94.065
5.18003e+09,-91.1134
5.18003e+09,-97.0266
5.18003e+09,-102.149
5.18003e+09,-104.743
5.18003e+09,-104.055
5.18003e+09,-103.501
5.18003e+09,-99.7237
5.18003e+09,-96.0816
5.18003e+09,-91.2864
5.18003e+09,-94.6715
5.18003e+09,-101.453
5.18003e+09,-106.632
5.18003e+09,-97.8775
5.18003e+09,-92.2587
5.18003e+09,-95.1852
5.18003e+09,-94.8757
5.18003e+09,-99.3597
5.18004e+09,-91.5278
5.18004e+09,-94.3101
5.18004e+09,-96.2552
5.18004e+09,-96.4927
5.18004e+09,-100.278
5.18004e+09,-94.2789
5.18004e+09,-93.1589
5.18004e+09,-90.636
5.18004e+09,-88.9812
5.18004e+09,-91.3175
5.18004e+09,-94.9024
5.18004e+09,-90.2531
5.18004e+09,-90.2801
5.18004e+09,-90.1971
5.18004e+09,-88.2004
5.18004e+09,-91.2453
5.18004e+09,-89.604
5.18004e+09,-90.5899
5.18004e+09,-95.31
5.18004e+09,-94.4325
5.18005e+09,-89.7073
5.18005e+09,-91.0865
5.18005e+09,-93.7709
5.18005e+09,-98.2775
5.18005e+09,-97.824
5.18005e+09,-110.432
5.18005e+09,-96.1174
5.18005e+09,-98.9052
5.18005e+09,-90.956
5.18005e+09,-89.1707
5.18005e+09,-90.36
5.18005e+09,-93.9897
5.18005e+09,-92.1665
5.18005e+09,-95.8751
5.18005e+09,-94.3371
5.18005e+09,-93.55
5.18005e+09,-107.54
5.18005e+09,-91.2355
5.18005e+09,-93.1765
5.18006e+09,-95.0537
5.18006e+09,-101.347
5.18006e+09,-96.8106
5.18006e+09,-94.3695
5.18006e+09,-100.806
5.18006e+09,-97.0322
5.18006e+09,-92.7419
5.18006e+09,-93.4073
5.18006e+09,-104.373
5.18006e+09,-95.043
5.18006e+09,-93.0815
5.18006e+09,-92.7847
5.18006e+09,-104.465
5.18006e+09,-99.9016
5.18006e+09,-95.6217
5.18006e+09,-97.4234
5.18006e+09,-96.6371
5.18006e+09,-91.664
5.18006e+09,-93.15
5.18006e+09,-97.2931
5.18007e+09,-90.3665
5.18007e+09,-94.6613
5.18007e+09,-99.9445
5.18007e+09,-93.1216
5.18007e+09,-89.803
5.18007e+09,-90.9088
5.18007e+09,-107.061
5.18007e+09,-99.7358
5.18007e+09,-107.869
5.18007e+09,-99.2597
5.18007e+09,-99.105
5.18007e+09,-94.6566
5.18007e+09,-96.963
5.18007e+09,-100.787
5.18007e+09,-95.4488
5.18007e+09,-87.8823
5.18007e+09,-88.3151
5.18007e+09,-91.7897
5.18007e+09,-89.2267
5.18008e+09,-87.2796
5.18008e+09,-91.1207
5.18008e+09,-100.552
5.18008e+09,-101.156
5.18008e+09,-98.4796
5.18008e+09,-91.8252
5.18008e+09,-91.7255
5.18008e+09,-95.1442
5.18008e+09,-98.3424
5.18008e+09,-92.2113
5.18008e+09,-89.2633
5.18008e+09,-93.7144
5.18008e+09,-95.6431
5.18008e+09,-94.7532
5.18008e+09,-95.3324
5.18008e+09,-95.9738
5.18008e+09,-98.2538
5.18008e+09,-98.9854
5.18008e+09,-92.7549
5.18008e+09,-89.119
5.18009e+09,-94.8829
5.18009e+09,-97.9193
5.18009e+09,-94.7021
5.18009e+09,-89.6184
5.18009e+09,-89.8945
5.18009e+09,-88.7005
5.18009e+09,-89.977
5.18009e+09,-95.7764
5.18009e+09,-95.0198
5.18009e+09,-91.0635
5.18009e+09,-94.0266
5.18009e+09,-102.251
5.18009e+09,-96.4309
5.18009e+09,-97.059
5.18009e+09,-92.1254
5.18009e+09,-97.2032
5.18009e+09,-96.8934
5.18009e+09,-95.2066
5.18009e+09,-93.1209
5.18009e+09,-90.4628
5.1801e+09,-93.8786
5.1801e+09,-96.6976
5.1801e+09,-95.6672
5.1801e+09,-95.9609
5.1801e+09,-94.1363
5.1801e+09,-91.0576
5.1801e+09,-95.5327
5.1801e+09,-92.7563
5.1801e+09,-88.9332
5.1801e+09,-90.8294
5.1801e+09,-100.71
5.1801e+09,-123.391
5.1801e+09,-101.097
5.1801e+09,-93.8021
5.1801e+09,-91.3143
5.1801e+09,-95.5645
5.1801e+09,-95.5987
5.1801e+09,-93.0839
5.1801e+09,-93.2038
5.18011e+09,-93.5229
5.18011e+09,-96.1951
5.18011e+09,-101.37
5.18011e+09,-100.224
5.18011e+09,-94.819
5.18011e+09,-90.8149
5.18011e+09,-92.8995
5.18011e+09,-96.316
5.18011e+09,-95.0247
5.18011e+09,-102.856
5.18011e+09,-100.285
5.18011e+09,-95.1057
5.18011e+09,-96.8422
5.18011e+09,-89.3588
5.18011e+09,-92.2234
5.18011e+09,-95.045
5.18011e+09,-96.8192
5.18011e+09,-94.5977
5.18011e+09,-96.1482
5.18011e+09,-104.38
5.18012e+09,-99.6758
5.18012e+09,-91.5649
5.18012e+09,-92.2959
5.18012e+09,-97.991
5.18012e+09,-105.84
5.18012e+09,-103.247
5.18012e+09,-101.115
5.18012e+09,-103.004
5.18012e+09,-99.4666
5.18012e+09,-99.9232
5.18012e+09,-95.2613
5.18012e+09,-93.9572
5.18012e+09,-104.211
5.18012e+09,-107.058
5.18012e+09,-104.415
5.18012e+09,-97.596
5.18012e+09,-95.2908
5.18012e+09,-103.627
5.18012e+09,-99.2117
5.18013e+09,-102.883
5.18013e+09,-110.426
5.18013e+09,-112.915
5.18013e+09,-96.7596
5.18013e+09,-96.2186
5.18013e+09,-103.803
5.18013e+09,-116.279
5.18013e+09,-100.923
5.18013e+09,-90.9357
5.18013e+09,-92.6179
5.18013e+09,-98.7402
5.18013e+09,-87.9654
5.18013e+09,-85.6562
5.18013e+09,-86.4197
5.18013e+09,-88.9333
5.18013e+09,-89.5404
5.18013e+09,-88.9076
5.18013e+09,-92.9291
5.18013e+09,-97.1155
5.18013e+09,-91.0778
5.18014e+09,-91.366
5.18014e+09,-99.8195
5.18014e+09,-96.0179
5.18014e+09,-105.024
5.18014e+09,-91.8329
5.18014e+09,-86.052
5.18014e+09,-87.7199
5.18014e+09,-90.8118
5.18014e+09,-100.262
5.18014e+09,-107.541
5.18014e+09,-94.5921
5.18014e+09,-96.2218
5.18014e+09,-94.2038
5.18014e+09,-90.9436
5.18014e+09,-94.7672
5.18014e+09,-98.2275
5.18014e+09,-95.2898
5.18014e+09,-90.7246
5.18014e+09,-102.749
5.18015e+09,-89.6824
5.18015e+09,-92.0038
5.18015e+09,-98.9665
5.18015e+09,-102.988
5.18015e+09,-100.587
5.18015e+09,-96.0493
5.18015e+09,-90.3018
5.18015e+09,-92.3376
5.18015e+09,-93.5632
5.18015e+09,-97.9269
5.18015e+09,-98.8603
5.18015e+09,-90.2994
5.18015e+09,-89.8018
5.18015e+09,-92.0713
5.18015e+09,-90.5809
5.18015e+09,-91.4245
5.18015e+09,-92.6584
5.18015e+09,-88.32
5.18015e+09,-92.054
5.18015e+09,-92.8467
5.18016e+09,-92.3011
5.18016e+09,-103.254
5.18016e+09,-102.943
5.18016e+09,-101.006
5.18016e+09,-94.5281
5.18016e+09,-96.943
5.18016e+09,-91.6178
5.18016e+09,-92.2274
5.18016e+09,-92.0139
5.18016e+09,-103.679
5.18016e+09,-105.727
5.18016e+09,-115.069
5.18016e+09,-98.8709
5.18016e+09,-93.6986
5.18016e+09,-91.7057
5.18016e+09,-91.3511
5.18016e+09,-101.023
5.18016e+09,-97.6283
5.18016e+09,-101.544
5.18017e+09,-106.8
5.18017e+09,-97.4369
5.18017e+09,-97.421
5.18017e+09,-103.21
5.18017e+09,-103.96
5.18017e+09,-92.6613
5.18017e+09,-97.2892
5.18017e+09,-103.416
5.18017e+09,-103.564
5.18017e+09,-97.447
5.18017e+09,-94.3172
5.18017e+09,-97.0925
5.18017e+09,-96.4194
5.18017e+09,-94.5783
5.18017e+09,-98.7808
5.18017e+09,-96.2911
5.18017e+09,-92.577
5.18017e+09,-104.089
5.18017e+09,-101.785
5.18017e+09,-95.0364
5.18018e+09,-92.3559
5.18018e+09,-89.8614
5.18018e+09,-91.6579
5.18018e+09,-96.6037
5.18018e+09,-103.672
5.18018e+09,-100.378
5.18018e+09,-95.2559
5.18018e+09,-93.3355
5.18018e+09,-97.1754
5.18018e+09,-105.367
5.18018e+09,-94.3018
5.18018e+09,-95.3389
5.18018e+09,-93.5464
5.18018e+09,-96.1812
5.18018e+09,-89.4198
5.18018e+09,-88.7341
5.18018e+09,-92.1674
5.18018e+09,-111.007
5.18018e+09,-94.3386
5.18019e+09,-92.6241
5.18019e+09,-91.8668
5.18019e+09,-105.962
5.18019e+09,-94.131
5.18019e+09,-93.8998
5.18019e+09,-100.632
5.18019e+09,-106.467
5.18019e+09,-96.2679
5.18019e+09,-96.2279
5.18019e+09,-101.881
5.18019e+09,-99.4784
5.18019e+09,-99.6174
5.18019e+09,-95.5009
5.18019e+09,-94.151
5.18019e+09,-93.3097
5.18019e+09,-97.7296
5.18019e+09,-102.656
5.18019e+09,-98.5326
5.18019e+09,-96.0263
5.18019e+09,-99.1996
5.1802e+09,-98.8133
5.1802e+09,-93.0008
5.1802e+09,-94.5802
5.1802e+09,-101.08
5.1802e+09,-93.5031
5.1802e+09,-90.588
5.1802e+09,-90.1062
5.1802e+09,-97.0128
5.1802e+09,-94.2814
5.1802e+09,-91.8787
5.1802e+09,-87.4982
5.1802e+09,-89.4309
5.1802e+09,-96.0289
5.1802e+09,-107.493
5.1802e+09,-100.681
5.1802e+09,-97.4819
5.1802e+09,-99.5585
5.1802e+09,-96.6803
5.1802e+09,-99.5266
5.18021e+09,-93.6014
5.18021e+09,-92.6777
5.18021e+09,-113.223
5.18021e+09,-102.203
5.18021e+09,-99.505
5.18021e+09,-98.4081
5.18021e+09,-95.7964
5.18021e+09,-94.2652
5.18021e+09,-92.6757
5.18021e+09,-103.202
5.18021e+09,-94.1745
5.18021e+09,-94.6107
5.18021e+09,-90.2758
5.18021e+09,-85.0857
5.18021e+09,-87.755
5.18021e+09,-103.704
5.18021e+09,-95.87
5.18021e+09,-95.8253
5.18021e+09,-110.18
5.18021e+09,-105.679
5.18022e+09,-98.4329
5.18022e+09,-92.0013
5.18022e+09,-92.7679
5.18022e+09,-95.1785
5.18022e+09,-107.722
5.18022e+09,-99.816
5.18022e+09,-100.35
5.18022e+09,-108.653
5.18022e+09,-100.199
5.18022e+09,-94.0161
5.18022e+09,-92.5224
5.18022e+09,-92.9078
5.18022e+09,-93.0224
5.18022e+09,-95.1796
5.18022e+09,-96.9006
5.18022e+09,-100.241
5.18022e+09,-97.6003
5.18022e+09,-89.6541
5.18022e+09,-85.9908
5.18023e+09,-90.9741
5.18023e+09,-105.737
5.18023e+09,-96.4957
5.18023e+09,-92.8566
5.18023e+09,-96.5283
5.18023e+09,-96.2231
5.18023e+09,-100.776
5.18023e+09,-93.5607
5.18023e+09,-89.7063
5.18023e+09,-90.7397
5.18023e+09,-90.1156
5.18023e+09,-94.6778
5.18023e+09,-102.89
5.18023e+09,-96.7824
5.18023e+09,-99.6732
5.18023e+09,-100.493
5.18023e+09,-91.1999
5.18023e+09,-91.4194
5.18023e+09,-90.9131
5.18023e+09,-90.662
5.18024e+09,-94.9838
5.18024e+09,-104.279
5.18024e+09,-101.834
5.18024e+09,-105.64
5.18024e+09,-101.132
5.18024e+09,-99.5887
5.18024e+09,-103.023
5.18024e+09,-121.838
5.18024e+09,-102.439
5.18024e+09,-96.3288
5.18024e+09,-92.7416
5.18024e+09,-103.491
5.18024e+09,-90.7398
5.18024e+09,-95.3747
5.18024e+09,-93.7053
5.18024e+09,-90.8435
5.18024e+09,-90.3905
5.18024e+09,-92.2747
5.18024e+09,-98.1468
5.18024e+09,-100.316
5.18025e+09,-98.9268
5.18025e+09,-89.6498
5.18025e+09,-94.888
5.18025e+09,-94.7007
5.18025e+09,-94.4454
5.18025e+09,-96.5663
5.18025e+09,-99.0454
5.18025e+09,-93.4725
5.18025e+09,-93.4491
5.18025e+09,-93.8248
5.18025e+09,-102.239
5.18025e+09,-94.5467
5.18025e+09,-88.342
5.18025e+09,-90.2588
5.18025e+09,-109.8
5.18025e+09,-95.3844
5.18025e+09,-90.2374
5.18025e+09,-88.4933
5.18025e+09,-89.8083
5.18026e+09,-96.1349
5.18026e+09,-94.3005
5.18026e+09,-96.7166
5.18026e+09,-96.5452
5.18026e+09,-121.46
5.18026e+09,-95.6852
5.18026e+09,-106.096
5.18026e+09,-97.1807
5.18026e+09,-97.0005
5.18026e+09,-93.1933
5.18026e+09,-92.7067
5.18026e+09,-108.138
5.18026e+09,-91.6415
5.18026e+09,-89.4893
5.18026e+09,-93.797
5.18026e+09,-95.4833
5.18026e+09,-97.5261
5.18026e+09,-94.2886
5.18026e+09,-97.4094
5.18026e+09,-101.597
5.18027e+09,-99.4528
5.18027e+09,-98.258
5.18027e+09,-93.6438
5.18027e+09,-94.4598
5.18027e+09,-96.8474
5.18027e+09,-99.4956
5.18027e+09,-104.855
5.18027e+09,-91.4852
5.18027e+09,-89.1278
5.18027e+09,-88.9723
5.18027e+09,-94.0854
5.18027e+09,-103.642
5.18027e+09,-92.9525
5.18027e+09,-87.4383
5.18027e+09,-93.6029
5.18027e+09,-100.65
5.18027e+09,-93.1423
5.18027e+09,-96.9357
5.18027e+09,-90.9188
5.18028e+09,-90.819
5.18028e+09,-93.0974
5.18028e+09,-89.9358
5.18028e+09,-92.421
5.18028e+09,-93.6024
5.18028e+09,-91.7859
5.18028e+09,-90.5644
5.18028e+09,-91.9158
5.18028e+09,-99.0753
5.18028e+09,-90.3895
5.18028e+09,-90.6545
5.18028e+09,-97.7216
5.18028e+09,-104.337
5.18028e+09,-99.018
5.18028e+09,-100.032
5.18028e+09,-93.637
5.18028e+09,-98.7529
5.18028e+09,-96.972
5.18028e+09,-94.2116
5.18028e+09,-98.0608
5.18029e+09,-92.7268
5.18029e+09,-105.33
5.18029e+09,-94.7582
5.18029e+09,-104.069
5.18029e+09,-103.767
5.18029e+09,-101.046
5.18029e+09,-114.717
5.18029e+09,-96.1873
5.18029e+09,-98.6924
5.18029e+09,-103.074
5.18029e+09,-93.269
5.18029e+09,-91.1705
5.18029e+09,-93.051
5.18029e+09,-93.9077
5.18029e+09,-91.1597
5.18029e+09,-91.9365
5.18029e+09,-90.947
5.18029e+09,-93.7154
5.18029e+09,-125.344
5.1803e+09,-98.185
5.1803e+09,-91.9782
5.1803e+09,-87.8922
5.1803e+09,-87.873
5.1803e+09,-90.372
5.1803e+09,-92.0659
5.1803e+09,-97.3824
5.1803e+09,-96.9064
5.1803e+09,-89.1821
5.1803e+09,-92.1663
5.1803e+09,-91.7735
5.1803e+09,-91.5332
5.1803e+09,-91.5794
5.1803e+09,-91.6409
5.1803e+09,-92.5826
5.1803e+09,-109.571
5.1803e+09,-91.0919
5.1803e+09,-87.0318
5.1803e+09,-88.137
5.1803e+09,-93.621
5.18031e+09,-97.4931
5.18031e+09,-96.4497
5.18031e+09,-98.8196
5.18031e+09,-97.2538
5.18031e+09,-89.3853
5.18031e+09,-93.7132
5.18031e+09,-91.9062
5.18031e+09,-93.9928
5.18031e+09,-89.622
5.18031e+09,-90.318
5.18031e+09,-102.056
5.18031e+09,-93.1702
5.18031e+09,-87.387
5.18031e+09,-87.1673
5.18031e+09,-90.7462
